Genes	N.Sequences	N.Proteotypic.Sequences	a2	a3	a6	a7	a4	a8	a9	a10	b2	b3	b4	b7	b8	b11	b12	b13	b1	b6	b5	b10	b9	b14	b15	b16	b19	b17	b18	b20	b21	t1	t2	t3	c1	c2	c3	c4	c5	d2	d1	d3	d4	d5	d6	d7	d8	d9	e1	e2	e3	e4	e5	e6	e7	e8	e9	e2	e10	e11	e12	e13	f1	f2	f3	f5	f4	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	v1	v2	v3	v4	v5	g1	g2	g3	g4	g5	g6	g7	h1	h2	h3	h4	h5	h6	h7	h8
ORMDL1	3	1				91676.3																		25221.4	68298.4			64932.6				57598.8												65266.4					72626.8				50984.6			65662.3	73347.4	92766.0		51415.6	56564.0			140283.0	41622.2	59158.9	74327.2	50791.8	52083.7	47282.2	69722.0	72775.2	48147.0		65952.7	61943.2		57836.2		66680.4	58644.5	60134.1	53497.6				53527.1	66589.7		78571.0	67494.8	66456.6	54495.8	55535.2	54717.0	45454.6	55375.5
OS9	14	14	17804.7		18426.1		20229.3	17882.1	21663.6								20078.8					13135.4	22816.7	20597.2	28218.8	31784.7	20400.7	26788.7	15978.8	31052.3		17670.9	21008.5	22522.1			12051.4			20136.1	16420.4	13461.2				22439.9		18413.3	18858.0	14271.3	14015.0	19415.5	29286.4	14593.5		65774.9	22507.7	18114.2	25449.6	17223.9	15008.3	15179.0	15843.1	65423.9	16108.4	16727.8	19176.8	24383.6	22789.7	16719.1	18531.7	29466.4	23480.1	15405.3	22839.7	17763.3	31837.8	16418.3	18098.2	27219.2	14151.7	18449.5	31866.3	28774.1	28020.0	32144.9	18565.3	56776.5	21334.2	32759.2	26933.0	25227.3	28314.4	20748.7	23892.9	45469.5	18157.1
OSBP	17	16	148616.0		193494.0	112850.0	166343.0	169046.0	143350.0				285023.0			139387.0	193566.0		122054.0		236102.0	147830.0	154767.0	239253.0	182700.0	175083.0	228588.0	189035.0	229719.0	223278.0	156241.0	165633.0	213856.0	203213.0	105905.0	92612.1	82083.5	116845.0	107329.0	119886.0	107406.0	120311.0	270562.0	115266.0	69370.9	170380.0	149727.0	124032.0	83640.1	167804.0	171673.0	111989.0	90817.8	55637.8		166256.0	136788.0	63402.3	104077.0	106411.0	81121.2	90224.1	163093.0	137905.0	108635.0	112156.0	117145.0	101392.0	113728.0	113496.0	112353.0	121442.0	101159.0	83473.5	111141.0	97734.2	100269.0	110974.0	105366.0	91241.1	103533.0	119105.0	82944.6	148203.0	73888.7	100380.0	95030.9	124400.0	105136.0	111643.0	103642.0	98964.2	97611.9	86105.4	140074.0	107620.0	97288.9
OSBPL11	7	6	23125.1		9847.04	29687.7	21320.1	34872.5					18647.4				30461.8					19585.1		17856.8	19736.5	20518.1	23872.0	30286.4	16596.1	19582.9	15333.9	25626.5	15802.1	18338.2	31366.3		36131.9	17714.9	36056.5	27288.9	24969.9	32207.6		37209.3	35153.2	26610.5	25006.0	47970.5	17915.5	26019.5	24127.9	16793.2	25714.8	22352.2		38107.4	29616.2	24154.6	27100.8	24602.0	17382.8	22439.3	32556.6	22491.9	21191.3	21410.2	28257.9	24308.9	24141.1	19702.8	20640.1	26504.9	21121.4	10746.7	31325.8	24990.6	21964.0	16826.1	22612.2	19668.5	17392.6	19028.0	32808.9	36866.1	33125.5	26605.3	25179.4	32474.3	36062.6	41526.6	37904.4	36165.9	21489.0	27536.0	33481.1	31097.6	23547.6
OSBPL1A	13	13	79272.7		36946.1	53444.3	51449.7	50878.7									54800.9					155386.0	79814.6	89159.0	116379.0	100684.0	60250.5	104402.0	72117.7	70148.0	45483.7	86339.1	66846.2	76516.6					58457.2	57524.7	43257.1			40802.8		57286.1		50539.5	82036.2	75528.2	56373.4	59346.4	70553.4	41651.6		81656.4	111470.0	71546.2	58863.8	85908.4	52757.6	79016.7	84704.2	58214.6	84118.0	81539.9	82500.4	76798.9	90702.6	91630.0	74500.0	71052.8	57593.4	71831.3	63381.6	77900.8	72515.0	84914.7	62962.5	65561.1	83118.7	78024.4	33263.8	43487.3	37933.7	47868.7	60646.0	55102.6	72315.7	61516.0	35278.3	65693.8	53077.6	50809.0	56139.8	62274.4	75760.3
OSBPL2	7	7	202893.0		289769.0	192355.0	220665.0	180877.0	299945.0								346083.0		282334.0			189860.0	212210.0	222528.0	274144.0	263266.0	275510.0	258719.0	208856.0	167799.0	243458.0	200000.0	148551.0	222233.0			131959.0			210303.0	169292.0	164747.0		127207.0	171770.0	142851.0	279962.0	144891.0	124939.0	142718.0	126584.0	117164.0	132656.0	127590.0		256672.0	183318.0	162354.0	141235.0	180743.0	159591.0	156654.0	160497.0	300079.0	157991.0	151817.0	114791.0	154929.0	167652.0	131949.0	108418.0	125518.0	144613.0	319954.0	167408.0	162640.0	139119.0	187488.0	171923.0	143579.0	119691.0	143944.0		181533.0		160279.0	124652.0	172083.0	186524.0		133351.0	144165.0	145887.0	211554.0	211167.0	201622.0	220334.0
OSBPL3	11	11	5457.69					4447.55														7052.74		12959.7	6809.55	8682.27	5495.68		13321.1	11396.9		6233.14	16066.5				2186.32				8460.11	7488.33	10667.6	6561.8		19118.1		5049.98	5239.57			6242.38	6603.35			7758.53	6999.78		7803.75	7253.09	4987.22		5184.04	9645.97	7166.2	6804.98	5981.42	6015.74	4311.87	5309.04	8103.65	8277.4	5167.91		9627.47	6982.39	2985.81	7004.01	4794.61	7004.0	5500.71			12126.1	9382.51	6654.38	8639.98	10762.8			12051.3	9841.14	7057.58	7126.06	5397.02	5608.18	7730.75
OSBPL5	2	2	4089.85		6650.52	4231.26	2340.46	3866.3									6513.94					5973.47	1247.07	2810.17		4680.61	2012.58	3517.63	3911.31	5188.68			4402.5								1930.49				3384.69	2584.53	3717.24	3620.31	4331.15	7125.14	4744.63	4037.2	5044.93			4190.02	3354.57		7382.21	3362.46	4526.56	7008.24	6256.37	3809.14	3537.67	7823.24	6416.3	3754.02	4414.38	5259.91	3189.05	5613.5	4990.45		4701.34	4401.0	5747.35	3287.4	4137.7	4991.08	4177.75	6472.75		3996.6	3152.49	3055.77	5665.94	5540.74	4814.93		4206.83	3732.64	5800.04	4264.95	4568.89	4865.44	5035.81
OSBPL8	8	8	4069.88		4568.05	3908.1	2521.56	6040.13									4860.57				2369.27	1951.95	2299.7	2199.41	3495.68	2845.57	1963.84	2554.39	2927.96	4011.89	3463.15	3467.22	4159.6	3348.99	4920.31		5711.36	4889.18	5920.52	3461.65	6698.34	5668.18		4968.4	3343.94	4795.01	8966.88	5045.72	1988.5	3315.25	3014.65	3238.12	2333.73	4689.99		4895.66	1649.27	2059.46	1847.05	2100.34	3551.04	3171.25	2661.28	4161.14	1591.26	2436.51	1631.68	1895.22	1648.88	1317.11	3303.97	2632.63	1599.29		3721.02	2641.51	2515.05	1993.74	2792.16	2145.68	3125.91	1715.81	8795.0	4295.07	3940.36	7181.75	4074.67	7033.67	4132.59	4764.93	4986.67	5343.04	3291.72	4816.45	2290.78	2932.77	3442.0
OSBPL9	5	5	54992.0		65198.1	56644.3	34109.9	50678.3	43839.4				104947.0				36435.8				86711.0	81157.7	58544.3	53821.5	93016.8	46712.6	53212.5	100057.0	71991.8	60706.2	63922.3	60459.8	37322.5	58924.0	120054.0	120728.0	89949.0	88252.1		87628.3	84945.8	60764.8	53277.5	76181.0	71009.0	91333.2	90298.5	50497.7	43630.3	73641.8	38494.8	38604.7	37397.6	43522.6		52255.2	36995.9	59374.3	67112.9	53685.3	36565.9	57608.6	31429.6	26231.1	68597.2	47154.8	57115.0	46534.2	32100.5	41494.9	53838.9	65319.9	37816.1		59896.7	39599.1	41308.8	46740.9	60680.0	48066.4	18978.0	39981.3	41222.4	87442.1	53820.6	71818.3	85419.3	81103.1	46246.4	114694.0	94791.0	64666.2	65399.3	72673.4	53585.6	66674.6	45619.3
OSGEP	9	9	68876.5		73262.8	84156.8	46877.1	67553.0	66039.2				124191.0			150730.0	73391.1				84875.8	94491.5	51912.9	73489.5	90917.3	77104.1	92511.7	64668.5	94251.8	81529.8	68163.0	59686.4	84026.0	87836.8	55562.2		87729.7	71964.2	56722.4	77418.4	85331.7	89360.1	67062.7	115687.0	128452.0	84253.2	70369.6	79037.2	34270.2	57029.6	60584.5	41121.5	49294.9			72342.4	50996.3	44436.0	39480.2	40005.6	45849.0	47806.4	52270.4	78062.9	51150.3	41938.8	52166.5	41815.4	35669.4	42461.2	40797.9	44481.1	44201.5	68196.9	39518.0	43165.2	32621.7	51092.5	38718.2	36178.9	47051.3	40711.6	72692.2	54601.4	57790.4	83823.7	29572.3	64650.4	55942.2	51691.0	59355.5	41926.3	59879.3	56553.9	55088.9	53535.0	39172.2
OSGEPL1	1	1																												2573.4			4821.11								1216.41					1191.09							2735.72								3619.91							1023.11	1756.41	2163.39	1457.82	941.215				2268.16					2038.44						3559.07		2690.07								
OSTC	2	2	63925.5		106706.0	76263.9	66183.4	64840.4	113248.0								117674.0		78582.9			57771.2	66013.8	50924.8	190063.0	123505.0	103945.0	156066.0	73289.2	72618.3	91492.8	93103.6	75347.6	118098.0			67038.6		79617.7	119838.0	61334.9	72149.8				122442.0	91142.6	81640.2	50630.5	120315.0	91333.8	121665.0	80751.2			81305.8	83675.4	89551.1	58578.5	53183.8	77697.8	52324.9		79266.3	89160.8	53481.3	48488.9	67284.1	37700.0	34364.9	40011.2	51429.2	83377.3		77315.6	75839.3	54185.7	46620.5	62773.3	57621.0	82563.8	65774.8	153846.0	186479.0	148681.0	90038.5	88348.1	187745.0	88523.7	189480.0	108902.0	77178.5		54739.8	44571.2	92787.2	78356.0
OSTF1	7	7	128655.0	184392.0	194912.0	157821.0	92681.0	119282.0	81079.8								159459.0				153233.0	168631.0	128052.0	86658.8	166268.0	115752.0	115997.0	194442.0	105623.0	117782.0	179057.0	181392.0	97708.5	151124.0	326128.0	161223.0	386001.0	219632.0	273833.0	341612.0	331474.0	307465.0	125330.0	284729.0	317843.0	303638.0	218355.0	438760.0	148239.0	128023.0	178803.0	168939.0	194213.0	112563.0		178740.0	148207.0	90221.9	218229.0	170995.0	139464.0	132277.0	177517.0	186445.0	156108.0	155393.0	197679.0	175281.0	151537.0	113351.0	212540.0	150890.0	166392.0	89925.2	234169.0	215178.0	133928.0	166072.0	173319.0	131438.0	131178.0	141889.0	492765.0	310502.0	487167.0	312230.0	209559.0	375530.0	255267.0	359083.0	340696.0	303782.0	236477.0	307065.0	318935.0	238111.0	157270.0
OSTM1	1	1																								254075.0															327625.0																																		620043.0																						
OTUB1	10	10	417466.0		343671.0	462089.0	389906.0	377424.0	323708.0				482441.0		597228.0		579355.0		509875.0	533579.0	393004.0	479750.0	564638.0	339417.0	524564.0	632513.0	356285.0	442083.0	338995.0	354416.0	681561.0	493046.0	368172.0	565709.0	622858.0	713428.0	685909.0	488605.0	440184.0	534379.0	566842.0	531095.0	512044.0	611314.0	492098.0	476481.0	567626.0	477878.0	650819.0	519977.0	552769.0	540592.0	461626.0	482792.0		930903.0	728346.0	350440.0	439981.0	451631.0	455080.0	435161.0	547899.0	821617.0	465569.0	492628.0	468990.0	456233.0	544876.0	558925.0	563600.0	479129.0	457810.0	477814.0	587791.0	542627.0	459886.0	439501.0	458330.0	385969.0	452139.0	516154.0	636120.0	482287.0	486864.0	557256.0	413020.0	600907.0	535468.0	610537.0	542212.0	566538.0	445696.0	446260.0	520452.0	517917.0	487857.0
OTUB2	3	3															57389.9									32472.1								34450.1										45861.7						45948.1						92234.7								91022.0																21771.5			38262.2														20830.4
OTUD4	7	7	4437.48		4687.47	6176.32	3734.52	4710.6																5541.21	3250.63		4539.4	5181.64	3493.88	5620.42		4413.33	3415.44				4099.41				4176.9	3363.39		2150.58	3687.95	5598.65		5158.46	3946.73				4526.02				6289.38		2164.84	4721.97	4770.21			2797.49	4565.53	4682.62	4352.86	4318.02	2402.24	3157.22	4917.15	5122.79	3721.72		4626.01	5645.5		3960.2	5476.29	4033.97	2378.76	6033.1	3650.6	4132.37		3976.61	4878.66	6099.53	6694.15		3160.55	4642.19	1903.55	3954.97	3048.42	4158.46	4292.2
OTUD6B	5	5	51445.1		60476.0	65144.3	78038.5	46972.9	67727.2								68687.2					81737.5	55049.7	49217.6	62228.5	46111.1	41316.2	48376.4	53594.5	41342.2		78009.0	38094.2	43822.2			26873.4	52867.3			29781.3		61848.1	75811.5	36144.9	38193.4	58647.6	66469.5	53900.4	85260.3	96990.6	76308.5	83539.9	66698.7		67664.0	72766.6	74797.2	63174.5	88440.8	54524.1	54116.0	95359.4	57049.8	53617.5	83347.2	58056.3	67396.7	81254.0	59877.5	71173.4	70777.1	70672.1	50697.3	63832.4	62851.1	47659.9	55925.8	69962.0	71007.3	99466.3	67448.4	35043.0	36718.2		25499.0	63898.2	48345.8	72809.2	53430.6	30925.5	49867.1	52348.0	61530.2	50461.7	52352.4	74709.8
OTUD7B	9	7	9707.06		16453.5		13470.6	9487.58														10336.7		11891.3	8845.5	9372.71	6832.91	18900.4	10587.2	12388.2		9327.01	7759.09	16301.4								9601.49				7996.26		9789.59	8629.88	10198.1	9128.0	10000.3	15625.3				7827.22	7554.97	7755.22	14256.6	15981.6				10268.0	8512.46	12225.0	10712.1	11613.1	10472.7	10442.6	8578.12	9069.06		12954.7	10084.5	10143.0	12186.5	11194.6	13537.8	10457.1	16397.1		4444.23			7475.47					8499.28	10321.7			6022.41	9710.57
OTULIN	12	12	183690.0		136721.0	121640.0	175948.0	116692.0	140993.0				169588.0				159795.0		115285.0		197651.0	197716.0	232204.0	187557.0	239706.0	233355.0	119972.0	225518.0	166912.0	181511.0	133543.0	142074.0	200577.0	188160.0	55195.0	93901.8	62417.7		57250.4	88131.0	77777.0	88124.9		95708.9	54765.2	96023.1	89586.3	62079.2	40868.8	37194.0	41838.0	30053.3	51616.0			59872.6	40107.4	36457.9	49023.3	51528.7	40149.0	39053.3	65573.7	45970.5	49165.3	38749.1	52030.9	63746.8	36566.4	50607.9	44524.9	50739.0	44484.4	44453.7	57249.5	69033.1	50353.3	71282.4	50374.4	39239.2	29818.2	62775.5	33837.3	66455.1	60713.4	60458.8	64940.9	54803.6	25766.2	63147.5	61691.4	45698.0	52500.9	37631.2	72700.4	51321.1	47104.4
OTULINL	1	1																							4428.42					1825.47											3224.41					5262.79														4696.26					3068.41			4810.92		1507.25	4780.72	3084.81	3780.18		6531.83						2555.46			3011.28													
OTX1	1	1			13998.4																																												6571.42	4330.08	14686.9		8277.75		80179.7		10290.9			4518.12							5832.85		4511.9	5666.52	7680.74	4015.96	4159.16						2830.54										9031.3								
OVCA2	4	4	2090.89			4213.19	3513.85	4578.82									4531.19					5019.21		4221.68	6063.36	5831.03	6035.1	5394.99	3676.77	4849.3		3591.6	3839.59	3747.04	8440.76		5868.25	4796.16	4663.23	5914.96	6833.54	9313.53		7899.05	6373.29	6962.71	17973.7	5252.94	3185.93	4296.6	5666.44	5033.88	3027.73			2251.72	3848.41	3075.39	5064.22	3600.94	4428.88			3333.45	4457.51	4906.16	3124.82	5272.25	4025.09	2174.72	5306.79	1876.06	5284.04		5218.33	4552.8	4120.78	5369.94	3975.45	2348.7	4760.95	5298.62	9776.9	3033.0	4325.25	8064.83	5668.82	6658.36	6954.94	10159.7	8938.37	4656.99	1071.56	5531.7	3778.29	6551.65	5241.14
OXA1L	2	2	64165.1		83837.6	82704.1	39472.1	62027.7	17477.6								99922.0				133164.0	50464.4	65279.3	80094.3	81804.5	49373.4	62500.5	34255.4	55015.6	52975.3		54987.2	50099.6	43598.3			29998.4		44276.2		58040.0	50098.2	47887.8		55875.3	41933.1	35083.4		44188.5			31251.9	63303.3				37685.9	37184.6	50053.1	67167.9	69352.7	55555.3	29598.5	52380.4	45510.3	75332.2	51256.2	75186.4	55173.2	65383.3	37999.1	55036.9	32388.2		34442.9	44138.6	37245.0	42712.7	47810.7	43574.9	44809.9	65037.5	41764.2	54997.1	36563.0	28785.9	36966.9	28088.5	49427.3		57746.9	46704.0	53428.9	44085.4	69835.8	33361.8	63045.2
OXCT1	16	15	505968.0		449196.0	492100.0	476577.0	438722.0	502779.0				593664.0				1054560.0		942168.0		981664.0	1446150.0	1277050.0	979012.0	1180840.0	1111410.0	826058.0	710342.0	713540.0	780292.0	1081860.0	647486.0	795174.0	752714.0	492509.0		827309.0	640251.0	497142.0	548042.0	697768.0	614915.0	719570.0	689926.0	632417.0	557903.0	1024890.0	697105.0	815156.0	736556.0	708457.0	716588.0	777502.0	393479.0		881992.0	991154.0	932036.0	699672.0	1012100.0	794923.0	908199.0	1222980.0	1021260.0	987572.0	642711.0	738339.0	754713.0	909172.0	1016590.0	717539.0	679200.0	615834.0	1164190.0	517809.0	702496.0	884027.0	882573.0	721054.0	725541.0	643334.0	731458.0	804333.0	488412.0	531592.0	673390.0	516639.0	646447.0	598996.0	433402.0	628078.0	577751.0	734133.0	542147.0	544972.0	824797.0	840591.0
OXNAD1	2	2						431.052																					275.692				228.986																								265.111			213.905						235.273	230.76	118.858	415.379		376.544	421.588	290.502						361.773	332.652	181.282			223.548			437.314					365.818	285.812				312.087
OXR1	10	10	17297.8		16959.2	21546.9	15276.0	30226.8									55835.5					27823.3	58242.9	26505.5	59559.2	70245.5	13412.5	51480.2	61265.4	38204.2	20285.3	48699.6	32761.1	41551.9	33711.2		21481.9				22527.1	19673.0	50925.8	50347.5	13214.5	42346.9	27429.5		14113.8	17920.2		18851.8				44176.8	22505.7	13012.7	14764.9	8603.37	12663.4		12384.6	28283.2	16852.0		8805.02	17757.3	18385.8		18221.5	17548.9	19187.3		16592.5	19707.0		10965.8	13452.7	19696.7						22845.7	10970.8	36270.1				23644.4	16117.2			35920.7	16631.8
OXSM	5	5	3200.85		1804.18		1996.77	2451.78									4237.22					1763.82		1585.31	4403.14	2900.87		2948.65	3018.99	2007.18		2306.57	3156.55				1632.84				2458.28			2344.73	2470.04	2241.81						1037.1	1310.91			2337.94	1719.52			1453.42	2249.65	2082.92		2539.87	1623.54	1084.68	859.765	1284.78		884.264	960.998	2066.01			1465.02		1323.75	1377.79	1087.02	961.921				1968.75				1468.13			1500.44	2564.34				2101.25	1730.91
OXSR1	12	10	367340.0		248942.0	379987.0	382176.0	414692.0	312605.0				245697.0			284158.0	415516.0	471791.0	244751.0		282905.0	395425.0	319003.0	357722.0	474133.0	341040.0	226418.0	440668.0	308932.0	278455.0	374225.0	312089.0	289456.0	341880.0	416724.0	257402.0	421988.0	414097.0	383169.0	411327.0	545530.0	424602.0	232669.0	484244.0	469827.0	383277.0	396549.0	488113.0	232970.0	244336.0	342862.0	288536.0	256583.0	152995.0		450609.0	251607.0	229183.0	292694.0	292237.0	231956.0	239815.0	332207.0	443205.0	281664.0	240626.0	322634.0	296398.0	261462.0	249541.0	226649.0	244503.0	229305.0	140336.0	344343.0	266304.0	215848.0	338855.0	211185.0	250754.0	247964.0	259515.0	446373.0	509719.0	445881.0	485364.0	262309.0	473768.0	214737.0	296775.0	419186.0	405415.0	344618.0	313938.0	363299.0	327101.0	256885.0
P2RX7	3	3																																			4012.09			3634.61	2358.27				2465.51	5195.42							3528.89				1750.19		6380.84	1336.48	3278.91	3607.63			3794.28	1933.11	6340.32	1799.05		3630.14	2557.91	3113.53	7899.03		4156.8	4304.53	3049.4	2813.65	2988.77	1700.69	3148.37	3710.67	5905.07	12582.1			5689.6	6177.93	9763.44	13480.7		10938.3	5802.62		7027.99	4083.04	2407.61
P3H1	19	18	294195.0		285925.0	265220.0	177218.0	234673.0	165744.0								240975.0		74287.8		154921.0	225327.0	146784.0	158563.0	164756.0	115472.0	176130.0	242277.0	193400.0	180434.0	111992.0	271460.0	142572.0	212756.0	162214.0	113290.0	97479.0	108182.0	167358.0	103127.0	120225.0	105816.0	263036.0	197900.0	80461.6	229479.0	141591.0	129565.0	126583.0	169567.0	150031.0	211834.0	149953.0	184074.0		155492.0	165629.0	120755.0	197100.0	162020.0	153057.0	167872.0	122691.0	186344.0	104242.0	116578.0	164856.0	150165.0	145604.0	131124.0	113736.0	145286.0	167961.0	64267.5	174457.0	171195.0	153938.0	93047.2	137664.0	117073.0	162336.0	185793.0	80630.4	216459.0	94054.6	115266.0	177437.0	220657.0	189593.0	307280.0	229555.0	176025.0	207462.0	189007.0	231879.0	176212.0	152380.0
P3H2	4	4																																															12233500.0			6028860.0	5444090.0				15262200.0	8766600.0	3695080.0	10038700.0	10641700.0	7826190.0		6419040.0			7648230.0	8089680.0	7930090.0	2973590.0	3759600.0	12289400.0	17601500.0			8270310.0		7538930.0	7679650.0	5025420.0	9760040.0	5972200.0										5985690.0	11851600.0			6999280.0	8477830.0
P3H3	18	18	439426.0		508906.0	433728.0	448212.0	495101.0	357791.0				348299.0			288115.0	359747.0	347519.0	277875.0		344533.0	360690.0	330172.0	253126.0	132929.0	216347.0	276278.0	404499.0	352072.0	280013.0	207747.0	281188.0	289181.0	415770.0	256902.0		75728.2	155808.0	228502.0	218534.0	133178.0	151769.0		323036.0	158811.0	267831.0	275316.0	230157.0	409847.0	857893.0	529801.0	514768.0	657490.0	729210.0	429430.0	336410.0	537469.0	446719.0	603213.0	533131.0	497208.0	556784.0	716418.0	388200.0	405311.0	594396.0	538188.0	610472.0	522611.0	482674.0	442611.0	559698.0	468395.0	409300.0	404104.0	392365.0	440720.0	640922.0	544476.0	509100.0	614914.0	584066.0	194096.0	343197.0	235705.0	208704.0	531896.0	401165.0	509822.0	489333.0	313593.0	442489.0	651834.0	475710.0	854649.0	463478.0	589764.0
P3H4	10	10	260288.0		197038.0	196245.0	204713.0	268718.0	232369.0								270698.0					286942.0	163916.0	156244.0	163259.0	104284.0	112100.0	268046.0	183133.0	175289.0		192522.0	183894.0	227757.0					234688.0	167417.0	65937.7	119172.0		169692.0		178402.0			239346.0	422313.0	268738.0	320960.0	252852.0	231801.0		133339.0	283748.0	298871.0	325700.0	285754.0	281315.0	268938.0	260792.0	215762.0	212542.0	212005.0	297122.0	325144.0	266429.0	242328.0	244872.0	286582.0	197797.0	111780.0	207018.0	237809.0	286472.0	263341.0	274769.0	237386.0	310950.0	273962.0		168473.0	121141.0	116692.0	283507.0	208582.0	223765.0	257215.0	121478.0	231243.0	288650.0	207806.0	386721.0	229149.0	260602.0
P4HA1	15	15	96671.4		75204.0	86526.3	135224.0	101409.0	59466.2				44598.3			53383.7	91643.7				79886.4	45671.8	74510.8	54132.0	45109.8	48093.6	44808.7	72101.9	71612.8	64802.7	38315.3	62227.7	80896.2	71104.5	27472.4		12443.6	26670.7	42288.0	23793.1	20282.7	23393.4	47883.9	36016.3		44711.3	68292.8	24916.7	49221.3	62823.7	50455.0	70402.1	39689.0	27803.5		25438.4	69430.7	39251.4	41821.9	79922.7	78169.5	49233.7	32352.4	42867.0	33666.5	37907.7	34539.2	52052.1	35184.8	28909.4	32813.5	36725.4	43153.1	23047.0	38378.9	58423.5	49947.9	27751.1	64042.4	53409.0	74688.8	52181.6	25459.1	45039.0	20845.1	24475.4	59055.1	38290.6	31967.7	54509.0	34974.1	40430.7	35196.6	42783.1	44352.4	47687.3	65181.6
P4HA2	17	17	1512820.0		1728750.0	1685880.0	1999310.0	1612880.0	1273190.0				770877.0				1272860.0		564153.0		1082320.0	815256.0	883287.0	1229740.0	825642.0	1268270.0	655405.0	1013600.0	1607510.0	1171840.0	391645.0	1406750.0	1413470.0	1143780.0	455869.0				984913.0	515047.0	391300.0	435514.0	848294.0	437411.0		996857.0	962886.0	411394.0	583534.0	491216.0	609310.0	871849.0	591960.0	664371.0			602394.0	492817.0	760694.0	709977.0	815363.0	782587.0	564463.0	708554.0	507765.0	448304.0	507952.0	499450.0	528197.0	388109.0	367480.0	633407.0	812535.0	451711.0	433870.0	662155.0	575866.0	482117.0	566182.0	577592.0	968704.0	682543.0		494750.0			798848.0	608947.0	443173.0	999264.0	540507.0	671658.0	690794.0	859063.0	756583.0	568812.0	654110.0
P4HB	42	42	2212120.0	2855950.0	2134910.0	2047020.0	1912330.0	2050670.0	1480100.0	1799030.0	2453680.0		2215390.0	2000920.0	2805960.0	2437510.0	2455560.0	1970160.0	1851070.0	2538540.0	2436870.0	2137460.0	1958680.0	1818580.0	2520850.0	1954980.0	2083670.0	2645520.0	2131440.0	2308240.0	2398720.0	2307030.0	1815480.0	2196120.0	2585450.0	2008640.0	1290770.0	1159640.0	2727890.0	1772320.0	1443180.0	1453500.0	2875870.0	2322910.0	1466410.0	3914410.0	2518290.0	2589400.0	4825160.0	4443750.0	3870260.0	5755000.0	4505200.0	3745210.0	3816540.0	7694040.0	5758050.0	4439460.0	3268200.0	6349400.0	4048060.0	4627620.0	5144360.0	6008920.0	4522200.0	3462320.0	3706310.0	3890840.0	3311630.0	3493420.0	3571230.0	4112940.0	5534970.0	3750640.0	4722860.0	4957630.0	4896730.0	4264410.0	5436530.0	4417700.0	4552470.0	4299490.0	5023840.0	4564150.0	3293300.0	2369490.0	5105980.0	4997870.0	4560300.0	5074460.0	5356080.0	4028140.0	3725850.0	3241490.0	3561120.0	5058310.0	5694260.0
